,,,,,,,,,,,,,,,
BTC,Avail. Supply,Daily emission,Block Reward,Inflation,% Mined,Normalized for XMR,XMR,Avail. Supply,Daily emission,Block Reward,Inflation,% Mined,,,
day 249,"1,785,600.00","7,200.00",50.0000,0.40323%,8.50%,"6,308.57",,,,,,,,8/5/2009,
day 250,"1,792,800.00","7,200.00",50.0000,0.40161%,8.54%,"6,308.57",,,,,,,,8/6/2009,
day 251,"1,800,000.00","7,200.00",50.0000,0.40000%,8.57%,"6,308.57",,,,,,,,8/7/2009,
day 252,"1,807,200.00","7,200.00",50.0000,0.39841%,8.61%,"6,308.57",,,,,,,,8/8/2009,
day 253,"1,814,400.00","7,200.00",50.0000,0.39683%,8.64%,"6,308.57",,,,,,,,8/9/2009,
day 254,"1,821,600.00","7,200.00",50.0000,0.39526%,8.67%,"6,308.57",,,,,,,,8/10/2009,
day 255,"1,828,800.00","7,200.00",50.0000,0.39370%,8.71%,"6,308.57",,,,,,,,8/11/2009,
day 256,"1,836,000.00","7,200.00",50.0000,0.39216%,8.74%,"6,308.57",,,,,,,,8/12/2009,
day 257,"1,843,200.00","7,200.00",50.0000,0.39063%,8.78%,"6,308.57",,,,,,,,8/13/2009,
day 258,"1,850,400.00","7,200.00",50.0000,0.38911%,8.81%,"6,308.57",,,,,,,,8/14/2009,
day 259,"1,857,600.00","7,200.00",50.0000,0.38760%,8.85%,"6,308.57",,,,,,,,8/15/2009,
day 260,"1,864,800.00","7,200.00",50.0000,0.38610%,8.88%,"6,308.57",,,,,,,,8/16/2009,
day 261,"1,872,000.00","7,200.00",50.0000,0.38462%,8.91%,"6,308.57",,,,,,,,8/17/2009,
day 262,"1,879,200.00","7,200.00",50.0000,0.38314%,8.95%,"6,308.57",,,,,,,,8/18/2009,
day 263,"1,886,400.00","7,200.00",50.0000,0.38168%,8.98%,"6,308.57",,,,,,,,8/19/2009,
day 264,"1,893,600.00","7,200.00",50.0000,0.38023%,9.02%,"6,308.57",,,,,,,,8/20/2009,
day 265,"1,900,800.00","7,200.00",50.0000,0.37879%,9.05%,"6,308.57",,,,,,,,8/21/2009,
day 266,"1,908,000.00","7,200.00",50.0000,0.37736%,9.09%,"6,308.57",,,,,,,,8/22/2009,
day 267,"1,915,200.00","7,200.00",50.0000,0.37594%,9.12%,"6,308.57",,,,,,,,8/23/2009,
day 268,"1,922,400.00","7,200.00",50.0000,0.37453%,9.15%,"6,308.57",,,,,,,,8/24/2009,
day 269,"1,929,600.00","7,200.00",50.0000,0.37313%,9.19%,"6,308.57",,,,,,,,8/25/2009,
day 270,"1,936,800.00","7,200.00",50.0000,0.37175%,9.22%,"6,308.57",,,,,,,,8/26/2009,
day 271,"1,944,000.00","7,200.00",50.0000,0.37037%,9.26%,"6,308.57",,,,,,,,8/27/2009,
day 272,"1,951,200.00","7,200.00",50.0000,0.36900%,9.29%,"6,308.57",,,,,,,,8/28/2009,
day 273,"1,958,400.00","7,200.00",50.0000,0.36765%,9.33%,"6,308.57",,,,,,,,8/29/2009,
day 274,"1,965,600.00","7,200.00",50.0000,0.36630%,9.36%,"6,308.57",,,,,,,,8/30/2009,
day 275,"1,972,800.00","7,200.00",50.0000,0.36496%,9.39%,"6,308.57",,,,,,,,8/31/2009,
day 276,"1,980,000.00","7,200.00",50.0000,0.36364%,9.43%,"6,308.57",,,,,,,,9/1/2009,
day 277,"1,987,200.00","7,200.00",50.0000,0.36232%,9.46%,"6,308.57",,,,,,,,9/2/2009,
day 278,"1,994,400.00","7,200.00",50.0000,0.36101%,9.50%,"6,308.57",,,,,,,,9/3/2009,
day 279,"2,001,600.00","7,200.00",50.0000,0.35971%,9.53%,"6,308.57",,,,,,,,9/4/2009,
day 280,"2,008,800.00","7,200.00",50.0000,0.35842%,9.57%,"6,308.57",,,,,,,,9/5/2009,
day 281,"2,016,000.00","7,200.00",50.0000,0.35714%,9.60%,"6,308.57",,,,,,,,9/6/2009,
day 282,"2,023,200.00","7,200.00",50.0000,0.35587%,9.63%,"6,308.57",,,,,,,,9/7/2009,
day 283,"2,030,400.00","7,200.00",50.0000,0.35461%,9.67%,"6,308.57",,,,,,,,9/8/2009,
day 284,"2,037,600.00","7,200.00",50.0000,0.35336%,9.70%,"6,308.57",,,,,,,,9/9/2009,
day 285,"2,044,800.00","7,200.00",50.0000,0.35211%,9.74%,"6,308.57",,,,,,,,9/10/2009,
day 286,"2,052,000.00","7,200.00",50.0000,0.35088%,9.77%,"6,308.57",,,,,,,,9/11/2009,
day 287,"2,059,200.00","7,200.00",50.0000,0.34965%,9.81%,"6,308.57",,,,,,,,9/12/2009,
day 288,"2,066,400.00","7,200.00",50.0000,0.34843%,9.84%,"6,308.57",,,,,,,,9/13/2009,
day 289,"2,073,600.00","7,200.00",50.0000,0.34722%,9.87%,"6,308.57",,,,,,,,9/14/2009,
day 290,"2,080,800.00","7,200.00",50.0000,0.34602%,9.91%,"6,308.57",,,,,,,,9/15/2009,
day 291,"2,088,000.00","7,200.00",50.0000,0.34483%,9.94%,"6,308.57",,,,,,,,9/16/2009,
day 292,"2,095,200.00","7,200.00",50.0000,0.34364%,9.98%,"6,308.57",,,,,,,,9/17/2009,
day 293,"2,102,400.00","7,200.00",50.0000,0.34247%,10.01%,"6,308.57",,,,,,,,9/18/2009,
day 294,"2,109,600.00","7,200.00",50.0000,0.34130%,10.05%,"6,308.57",,,,,,,,9/19/2009,
day 295,"2,116,800.00","7,200.00",50.0000,0.34014%,10.08%,"6,308.57",,,,,,,,9/20/2009,
day 296,"2,124,000.00","7,200.00",50.0000,0.33898%,10.11%,"6,308.57",,,,,,,,9/21/2009,
day 297,"2,131,200.00","7,200.00",50.0000,0.33784%,10.15%,"6,308.57",,,,,,,,9/22/2009,
day 298,"2,138,400.00","7,200.00",50.0000,0.33670%,10.18%,"6,308.57",,,,,,,,9/23/2009,
day 299,"2,145,600.00","7,200.00",50.0000,0.33557%,10.22%,"6,308.57",,,,,,,,9/24/2009,
day 300,"2,152,800.00","7,200.00",50.0000,0.33445%,10.25%,"6,308.57",,,,,,,,9/25/2009,
day 301,"2,160,000.00","7,200.00",50.0000,0.33333%,10.29%,"6,308.57",,,,,,,,9/26/2009,
day 302,"2,167,200.00","7,200.00",50.0000,0.33223%,10.32%,"6,308.57",,,,,,,,9/27/2009,
day 303,"2,174,400.00","7,200.00",50.0000,0.33113%,10.35%,"6,308.57",,,,,,,,9/28/2009,
day 304,"2,181,600.00","7,200.00",50.0000,0.33003%,10.39%,"6,308.57",,,,,,,,9/29/2009,
day 305,"2,188,800.00","7,200.00",50.0000,0.32895%,10.42%,"6,308.57",,,,,,,,9/30/2009,
day 306,"2,196,000.00","7,200.00",50.0000,0.32787%,10.46%,"6,308.57",,,,,,,,10/1/2009,
day 307,"2,203,200.00","7,200.00",50.0000,0.32680%,10.49%,"6,308.57",,,,,,,,10/2/2009,
day 308,"2,210,400.00","7,200.00",50.0000,0.32573%,10.53%,"6,308.57",,,,,,,,10/3/2009,
day 309,"2,217,600.00","7,200.00",50.0000,0.32468%,10.56%,"6,308.57",,,,,,,,10/4/2009,
day 310,"2,224,800.00","7,200.00",50.0000,0.32362%,10.59%,"6,308.57",,,,,,,,10/5/2009,
day 311,"2,232,000.00","7,200.00",50.0000,0.32258%,10.63%,"6,308.57",,,,,,,,10/6/2009,
day 312,"2,239,200.00","7,200.00",50.0000,0.32154%,10.66%,"6,308.57",,,,,,,,10/7/2009,
day 313,"2,246,400.00","7,200.00",50.0000,0.32051%,10.70%,"6,308.57",,,,,,,,10/8/2009,
day 314,"2,253,600.00","7,200.00",50.0000,0.31949%,10.73%,"6,308.57",,,,,,,,10/9/2009,
day 315,"2,260,800.00","7,200.00",50.0000,0.31847%,10.77%,"6,308.57",,,,,,,,10/10/2009,
day 316,"2,268,000.00","7,200.00",50.0000,0.31746%,10.80%,"6,308.57",,,,,,,,10/11/2009,
day 317,"2,275,200.00","7,200.00",50.0000,0.31646%,10.83%,"6,308.57",,,,,,,,10/12/2009,
day 318,"2,282,400.00","7,200.00",50.0000,0.31546%,10.87%,"6,308.57",,,,,,,,10/13/2009,
day 319,"2,289,600.00","7,200.00",50.0000,0.31447%,10.90%,"6,308.57",,,,,,,,10/14/2009,
day 320,"2,296,800.00","7,200.00",50.0000,0.31348%,10.94%,"6,308.57",,,,,,,,10/15/2009,
day 321,"2,304,000.00","7,200.00",50.0000,0.31250%,10.97%,"6,308.57",,,,,,,,10/16/2009,
day 322,"2,311,200.00","7,200.00",50.0000,0.31153%,11.01%,"6,308.57",,,,,,,,10/17/2009,
day 323,"2,318,400.00","7,200.00",50.0000,0.31056%,11.04%,"6,308.57",,,,,,,,10/18/2009,
day 324,"2,325,600.00","7,200.00",50.0000,0.30960%,11.07%,"6,308.57",,,,,,,,10/19/2009,
day 325,"2,332,800.00","7,200.00",50.0000,0.30864%,11.11%,"6,308.57",,,,,,,,10/20/2009,
day 326,"2,340,000.00","7,200.00",50.0000,0.30769%,11.14%,"6,308.57",,,,,,,,10/21/2009,
day 327,"2,347,200.00","7,200.00",50.0000,0.30675%,11.18%,"6,308.57",,,,,,,,10/22/2009,
day 328,"2,354,400.00","7,200.00",50.0000,0.30581%,11.21%,"6,308.57",,,,,,,,10/23/2009,
day 329,"2,361,600.00","7,200.00",50.0000,0.30488%,11.25%,"6,308.57",,,,,,,,10/24/2009,
day 330,"2,368,800.00","7,200.00",50.0000,0.30395%,11.28%,"6,308.57",,,,,,,,10/25/2009,
day 331,"2,376,000.00","7,200.00",50.0000,0.30303%,11.31%,"6,308.57",,,,,,,,10/26/2009,
day 332,"2,383,200.00","7,200.00",50.0000,0.30211%,11.35%,"6,308.57",,,,,,,,10/27/2009,
day 333,"2,390,400.00","7,200.00",50.0000,0.30120%,11.38%,"6,308.57",,,,,,,,10/28/2009,
day 334,"2,397,600.00","7,200.00",50.0000,0.30030%,11.42%,"6,308.57",,,,,,,,10/29/2009,
day 335,"2,404,800.00","7,200.00",50.0000,0.29940%,11.45%,"6,308.57",,,,,,,,10/30/2009,
day 336,"2,412,000.00","7,200.00",50.0000,0.29851%,11.49%,"6,308.57",,,,,,,,10/31/2009,
day 337,"2,419,200.00","7,200.00",50.0000,0.29762%,11.52%,"6,308.57",,,,,,,,11/1/2009,
day 338,"2,426,400.00","7,200.00",50.0000,0.29674%,11.55%,"6,308.57",,,,,,,,11/2/2009,
day 339,"2,433,600.00","7,200.00",50.0000,0.29586%,11.59%,"6,308.57",,,,,,,,11/3/2009,
day 340,"2,440,800.00","7,200.00",50.0000,0.29499%,11.62%,"6,308.57",,,,,,,,11/4/2009,
day 341,"2,448,000.00","7,200.00",50.0000,0.29412%,11.66%,"6,308.57",,,,,,,,11/5/2009,
day 342,"2,455,200.00","7,200.00",50.0000,0.29326%,11.69%,"6,308.57",,,,,,,,11/6/2009,
day 343,"2,462,400.00","7,200.00",50.0000,0.29240%,11.73%,"6,308.57",,,,,,,,11/7/2009,
day 344,"2,469,600.00","7,200.00",50.0000,0.29155%,11.76%,"6,308.57",,,,,,,,11/8/2009,
day 345,"2,476,800.00","7,200.00",50.0000,0.29070%,11.79%,"6,308.57",,,,,,,,11/9/2009,
day 346,"2,484,000.00","7,200.00",50.0000,0.28986%,11.83%,"6,308.57",,,,,,,,11/10/2009,
day 347,"2,491,200.00","7,200.00",50.0000,0.28902%,11.86%,"6,308.57",,,,,,,,11/11/2009,
day 348,"2,498,400.00","7,200.00",50.0000,0.28818%,11.90%,"6,308.57",,,,,,,,11/12/2009,
day 349,"2,505,600.00","7,200.00",50.0000,0.28736%,11.93%,"6,308.57",,,,,,,,11/13/2009,
day 350,"2,512,800.00","7,200.00",50.0000,0.28653%,11.97%,"6,308.57",,,,,,,,11/14/2009,
day 351,"2,520,000.00","7,200.00",50.0000,0.28571%,12.00%,"6,308.57",,,,,,,,11/15/2009,
day 352,"2,527,200.00","7,200.00",50.0000,0.28490%,12.03%,"6,308.57",,,,,,,,11/16/2009,
day 353,"2,534,400.00","7,200.00",50.0000,0.28409%,12.07%,"6,308.57",,,,,,,,11/17/2009,
day 354,"2,541,600.00","7,200.00",50.0000,0.28329%,12.10%,"6,308.57",,,,,,,,11/18/2009,
day 355,"2,548,800.00","7,200.00",50.0000,0.28249%,12.14%,"6,308.57",,,,,,,,11/19/2009,
day 356,"2,556,000.00","7,200.00",50.0000,0.28169%,12.17%,"6,308.57",,,,,,,,11/20/2009,
day 357,"2,563,200.00","7,200.00",50.0000,0.28090%,12.21%,"6,308.57",,,,,,,,11/21/2009,
day 358,"2,570,400.00","7,200.00",50.0000,0.28011%,12.24%,"6,308.57",,,,,,,,11/22/2009,
day 359,"2,577,600.00","7,200.00",50.0000,0.27933%,12.27%,"6,308.57",,,,,,,,11/23/2009,
day 360,"2,584,800.00","7,200.00",50.0000,0.27855%,12.31%,"6,308.57",,,,,,,,11/24/2009,
day 361,"2,592,000.00","7,200.00",50.0000,0.27778%,12.34%,"6,308.57",,,,,,,,11/25/2009,
day 362,"2,599,200.00","7,200.00",50.0000,0.27701%,12.38%,"6,308.57",,,,,,,,11/26/2009,
day 363,"2,606,400.00","7,200.00",50.0000,0.27624%,12.41%,"6,308.57",,,,,,,,11/27/2009,
day 364,"2,613,600.00","7,200.00",50.0000,0.27548%,12.45%,"6,308.57",,,,,,,,11/28/2009,
day 365,"2,620,800.00","7,200.00",50.0000,0.27473%,12.48%,"6,308.57",,,,,,,,11/29/2009,
day 366,"2,628,000.00","7,200.00",50.0000,0.27397%,12.51%,"6,308.57",,,,,,,,11/30/2009,
day 367,"2,635,200.00","7,200.00",50.0000,0.27322%,12.55%,"6,308.57",,,,,,,,12/1/2009,
day 368,"2,642,400.00","7,200.00",50.0000,0.27248%,12.58%,"6,308.57",,,,,,,,12/2/2009,
day 369,"2,649,600.00","7,200.00",50.0000,0.27174%,12.62%,"6,308.57",,,,,,,,12/3/2009,
day 370,"2,656,800.00","7,200.00",50.0000,0.27100%,12.65%,"6,308.57",,,,,,,,12/4/2009,
day 371,"2,664,000.00","7,200.00",50.0000,0.27027%,12.69%,"6,308.57",,,,,,,,12/5/2009,
day 372,"2,671,200.00","7,200.00",50.0000,0.26954%,12.72%,"6,308.57",,,,,,,,12/6/2009,
day 373,"2,678,400.00","7,200.00",50.0000,0.26882%,12.75%,"6,308.57",,,,,,,,12/7/2009,
day 374,"2,685,600.00","7,200.00",50.0000,0.26810%,12.79%,"6,308.57",,,,,,,,12/8/2009,
day 375,"2,692,800.00","7,200.00",50.0000,0.26738%,12.82%,"6,308.57",,,,,,,,12/9/2009,
day 376,"2,700,000.00","7,200.00",50.0000,0.26667%,12.86%,"6,308.57",,,,,,,,12/10/2009,
day 377,"2,707,200.00","7,200.00",50.0000,0.26596%,12.89%,"6,308.57",,,,,,,,12/11/2009,
day 378,"2,714,400.00","7,200.00",50.0000,0.26525%,12.93%,"6,308.57",,,,,,,,12/12/2009,
day 379,"2,721,600.00","7,200.00",50.0000,0.26455%,12.96%,"6,308.57",,,,,,,,12/13/2009,
day 380,"2,728,800.00","7,200.00",50.0000,0.26385%,12.99%,"6,308.57",,,,,,,,12/14/2009,
day 381,"2,736,000.00","7,200.00",50.0000,0.26316%,13.03%,"6,308.57",,,,,,,,12/15/2009,
day 382,"2,743,200.00","7,200.00",50.0000,0.26247%,13.06%,"6,308.57",,,,,,,,12/16/2009,
day 383,"2,750,400.00","7,200.00",50.0000,0.26178%,13.10%,"6,308.57",,,,,,,,12/17/2009,
day 384,"2,757,600.00","7,200.00",50.0000,0.26110%,13.13%,"6,308.57",,,,,,,,12/18/2009,
day 385,"2,764,800.00","7,200.00",50.0000,0.26042%,13.17%,"6,308.57",,,,,,,,12/19/2009,
day 386,"2,772,000.00","7,200.00",50.0000,0.25974%,13.20%,"6,308.57",,,,,,,,12/20/2009,
day 387,"2,779,200.00","7,200.00",50.0000,0.25907%,13.23%,"6,308.57",,,,,,,,12/21/2009,
day 388,"2,786,400.00","7,200.00",50.0000,0.25840%,13.27%,"6,308.57",,,,,,,,12/22/2009,
day 389,"2,793,600.00","7,200.00",50.0000,0.25773%,13.30%,"6,308.57",,,,,,,,12/23/2009,
day 390,"2,800,800.00","7,200.00",50.0000,0.25707%,13.34%,"6,308.57",,,,,,,,12/24/2009,
day 391,"2,808,000.00","7,200.00",50.0000,0.25641%,13.37%,"6,308.57",,,,,,,,12/25/2009,
day 392,"2,815,200.00","7,200.00",50.0000,0.25575%,13.41%,"6,308.57",,,,,,,,12/26/2009,
day 393,"2,822,400.00","7,200.00",50.0000,0.25510%,13.44%,"6,308.57",,,,,,,,12/27/2009,
day 394,"2,829,600.00","7,200.00",50.0000,0.25445%,13.47%,"6,308.57",,,,,,,,12/28/2009,
day 395,"2,836,800.00","7,200.00",50.0000,0.25381%,13.51%,"6,308.57",,,,,,,,12/29/2009,
day 396,"2,844,000.00","7,200.00",50.0000,0.25316%,13.54%,"6,308.57",,,,,,,,12/30/2009,
day 397,"2,851,200.00","7,200.00",50.0000,0.25253%,13.58%,"6,308.57",,,,,,,,12/31/2009,
day 398,"2,858,400.00","7,200.00",50.0000,0.25189%,13.61%,"6,308.57",,,,,,,,1/1/2010,
day 399,"2,865,600.00","7,200.00",50.0000,0.25126%,13.65%,"6,308.57",,,,,,,,1/2/2010,
day 400,"2,872,800.00","7,200.00",50.0000,0.25063%,13.68%,"6,308.57",,,,,,,,1/3/2010,
day 401,"2,880,000.00","7,200.00",50.0000,0.25000%,13.71%,"6,308.57",,,,,,,,1/4/2010,
day 402,"2,887,200.00","7,200.00",50.0000,0.24938%,13.75%,"6,308.57",,,,,,,,1/5/2010,
day 403,"2,894,400.00","7,200.00",50.0000,0.24876%,13.78%,"6,308.57",,,,,,,,1/6/2010,
day 404,"2,901,600.00","7,200.00",50.0000,0.24814%,13.82%,"6,308.57",,,,,,,,1/7/2010,
day 405,"2,908,800.00","7,200.00",50.0000,0.24752%,13.85%,"6,308.57",,,,,,,,1/8/2010,
day 406,"2,916,000.00","7,200.00",50.0000,0.24691%,13.89%,"6,308.57",,,,,,,,1/9/2010,
day 407,"2,923,200.00","7,200.00",50.0000,0.24631%,13.92%,"6,308.57",,,,,,,,1/10/2010,
day 408,"2,930,400.00","7,200.00",50.0000,0.24570%,13.95%,"6,308.57",,,,,,,,1/11/2010,
day 409,"2,937,600.00","7,200.00",50.0000,0.24510%,13.99%,"6,308.57",,,,,,,,1/12/2010,
day 410,"2,944,800.00","7,200.00",50.0000,0.24450%,14.02%,"6,308.57",,,,,,,,1/13/2010,
day 411,"2,952,000.00","7,200.00",50.0000,0.24390%,14.06%,"6,308.57",,,,,,,,1/14/2010,
day 412,"2,959,200.00","7,200.00",50.0000,0.24331%,14.09%,"6,308.57",,,,,,,,1/15/2010,
day 413,"2,966,400.00","7,200.00",50.0000,0.24272%,14.13%,"6,308.57",,,,,,,,1/16/2010,
day 414,"2,973,600.00","7,200.00",50.0000,0.24213%,14.16%,"6,308.57",,,,,,,,1/17/2010,
day 415,"2,980,800.00","7,200.00",50.0000,0.24155%,14.19%,"6,308.57",,,,,,,,1/18/2010,
day 416,"2,988,000.00","7,200.00",50.0000,0.24096%,14.23%,"6,308.57",,,,,,,,1/19/2010,
day 417,"2,995,200.00","7,200.00",50.0000,0.24038%,14.26%,"6,308.57",,,,,,,,1/20/2010,
day 418,"3,002,400.00","7,200.00",50.0000,0.23981%,14.30%,"6,308.57",,,,,,,,1/21/2010,
day 419,"3,009,600.00","7,200.00",50.0000,0.23923%,14.33%,"6,308.57",,,,,,,,1/22/2010,
day 420,"3,016,800.00","7,200.00",50.0000,0.23866%,14.37%,"6,308.57",,,,,,,,1/23/2010,
day 421,"3,024,000.00","7,200.00",50.0000,0.23810%,14.40%,"6,308.57",,,,,,,,1/24/2010,
day 422,"3,031,200.00","7,200.00",50.0000,0.23753%,14.43%,"6,308.57",,,,,,,,1/25/2010,
day 423,"3,038,400.00","7,200.00",50.0000,0.23697%,14.47%,"6,308.57",,,,,,,,1/26/2010,
day 424,"3,045,600.00","7,200.00",50.0000,0.23641%,14.50%,"6,308.57",,,,,,,,1/27/2010,
day 425,"3,052,800.00","7,200.00",50.0000,0.23585%,14.54%,"6,308.57",,,,,,,,1/28/2010,
day 426,"3,060,000.00","7,200.00",50.0000,0.23529%,14.57%,"6,308.57",,,,,,,,1/29/2010,
day 427,"3,067,200.00","7,200.00",50.0000,0.23474%,14.61%,"6,308.57",,,,,,,,1/30/2010,
day 428,"3,074,400.00","7,200.00",50.0000,0.23419%,14.64%,"6,308.57",,,,,,,,1/31/2010,
day 429,"3,081,600.00","7,200.00",50.0000,0.23364%,14.67%,"6,308.57",,,,,,,,2/1/2010,
day 430,"3,088,800.00","7,200.00",50.0000,0.23310%,14.71%,"6,308.57",,,,,,,,2/2/2010,
day 431,"3,096,000.00","7,200.00",50.0000,0.23256%,14.74%,"6,308.57",,,,,,,,2/3/2010,
day 432,"3,103,200.00","7,200.00",50.0000,0.23202%,14.78%,"6,308.57",,,,,,,,2/4/2010,
day 433,"3,110,400.00","7,200.00",50.0000,0.23148%,14.81%,"6,308.57",,,,,,,,2/5/2010,
day 434,"3,117,600.00","7,200.00",50.0000,0.23095%,14.85%,"6,308.57",,,,,,,,2/6/2010,
day 435,"3,124,800.00","7,200.00",50.0000,0.23041%,14.88%,"6,308.57",,,,,,,,2/7/2010,
day 436,"3,132,000.00","7,200.00",50.0000,0.22989%,14.91%,"6,308.57",,,,,,,,2/8/2010,
day 437,"3,139,200.00","7,200.00",50.0000,0.22936%,14.95%,"6,308.57",,,,,,,,2/9/2010,
day 438,"3,146,400.00","7,200.00",50.0000,0.22883%,14.98%,"6,308.57",,,,,,,,2/10/2010,
day 439,"3,153,600.00","7,200.00",50.0000,0.22831%,15.02%,"6,308.57",,,,,,,,2/11/2010,
day 440,"3,160,800.00","7,200.00",50.0000,0.22779%,15.05%,"6,308.57",,,,,,,,2/12/2010,
day 441,"3,168,000.00","7,200.00",50.0000,0.22727%,15.09%,"6,308.57",,,,,,,,2/13/2010,
day 442,"3,175,200.00","7,200.00",50.0000,0.22676%,15.12%,"6,308.57",,,,,,,,2/14/2010,
day 443,"3,182,400.00","7,200.00",50.0000,0.22624%,15.15%,"6,308.57",,,,,,,,2/15/2010,
day 444,"3,189,600.00","7,200.00",50.0000,0.22573%,15.19%,"6,308.57",,,,,,,,2/16/2010,
day 445,"3,196,800.00","7,200.00",50.0000,0.22523%,15.22%,"6,308.57",,,,,,,,2/17/2010,
day 446,"3,204,000.00","7,200.00",50.0000,0.22472%,15.26%,"6,308.57",,,,,,,,2/18/2010,
day 447,"3,211,200.00","7,200.00",50.0000,0.22422%,15.29%,"6,308.57",,,,,,,,2/19/2010,
day 448,"3,218,400.00","7,200.00",50.0000,0.22371%,15.33%,"6,308.57",,,,,,,,2/20/2010,
day 449,"3,225,600.00","7,200.00",50.0000,0.22321%,15.36%,"6,308.57",,,,,,,,2/21/2010,
day 450,"3,232,800.00","7,200.00",50.0000,0.22272%,15.39%,"6,308.57",,,,,,,,2/22/2010,
day 451,"3,240,000.00","7,200.00",50.0000,0.22222%,15.43%,"6,308.57",,,,,,,,2/23/2010,
day 452,"3,247,200.00","7,200.00",50.0000,0.22173%,15.46%,"6,308.57",,,,,,,,2/24/2010,
day 453,"3,254,400.00","7,200.00",50.0000,0.22124%,15.50%,"6,308.57",,,,,,,,2/25/2010,
day 454,"3,261,600.00","7,200.00",50.0000,0.22075%,15.53%,"6,308.57",,,,,,,,2/26/2010,
day 455,"3,268,800.00","7,200.00",50.0000,0.22026%,15.57%,"6,308.57",,,,,,,,2/27/2010,
day 456,"3,276,000.00","7,200.00",50.0000,0.21978%,15.60%,"6,308.57",,,,,,,,2/28/2010,
day 457,"3,283,200.00","7,200.00",50.0000,0.21930%,15.63%,"6,308.57",,,,,,,,3/1/2010,
day 458,"3,290,400.00","7,200.00",50.0000,0.21882%,15.67%,"6,308.57",,,,,,,,3/2/2010,
day 459,"3,297,600.00","7,200.00",50.0000,0.21834%,15.70%,"6,308.57",,,,,,,,3/3/2010,
day 460,"3,304,800.00","7,200.00",50.0000,0.21786%,15.74%,"6,308.57",,,,,,,,3/4/2010,
day 461,"3,312,000.00","7,200.00",50.0000,0.21739%,15.77%,"6,308.57",,,,,,,,3/5/2010,
day 462,"3,319,200.00","7,200.00",50.0000,0.21692%,15.81%,"6,308.57",,,,,,,,3/6/2010,
day 463,"3,326,400.00","7,200.00",50.0000,0.21645%,15.84%,"6,308.57",,,,,,,,3/7/2010,
day 464,"3,333,600.00","7,200.00",50.0000,0.21598%,15.87%,"6,308.57",,,,,,,,3/8/2010,
day 465,"3,340,800.00","7,200.00",50.0000,0.21552%,15.91%,"6,308.57",,,,,,,,3/9/2010,
day 466,"3,348,000.00","7,200.00",50.0000,0.21505%,15.94%,"6,308.57",,,,,,,,3/10/2010,
day 467,"3,355,200.00","7,200.00",50.0000,0.21459%,15.98%,"6,308.57",,,,,,,,3/11/2010,
day 468,"3,362,400.00","7,200.00",50.0000,0.21413%,16.01%,"6,308.57",,,,,,,,3/12/2010,
day 469,"3,369,600.00","7,200.00",50.0000,0.21368%,16.05%,"6,308.57",,,,,,,,3/13/2010,
day 470,"3,376,800.00","7,200.00",50.0000,0.21322%,16.08%,"6,308.57",,,,,,,,3/14/2010,
day 471,"3,384,000.00","7,200.00",50.0000,0.21277%,16.11%,"6,308.57",,,,,,,,3/15/2010,
day 472,"3,391,200.00","7,200.00",50.0000,0.21231%,16.15%,"6,308.57",,,,,,,,3/16/2010,
day 473,"3,398,400.00","7,200.00",50.0000,0.21186%,16.18%,"6,308.57",,,,,,,,3/17/2010,
day 474,"3,405,600.00","7,200.00",50.0000,0.21142%,16.22%,"6,308.57",,,,,,,,3/18/2010,
day 475,"3,412,800.00","7,200.00",50.0000,0.21097%,16.25%,"6,308.57",,,,,,,,3/19/2010,
day 476,"3,420,000.00","7,200.00",50.0000,0.21053%,16.29%,"6,308.57",,,,,,,,3/20/2010,
day 477,"3,427,200.00","7,200.00",50.0000,0.21008%,16.32%,"6,308.57",,,,,,,,3/21/2010,
day 478,"3,434,400.00","7,200.00",50.0000,0.20964%,16.35%,"6,308.57",,,,,,,,3/22/2010,
day 479,"3,441,600.00","7,200.00",50.0000,0.20921%,16.39%,"6,308.57",,,,,,,,3/23/2010,
day 480,"3,448,800.00","7,200.00",50.0000,0.20877%,16.42%,"6,308.57",,,,,,,,3/24/2010,
day 481,"3,456,000.00","7,200.00",50.0000,0.20833%,16.46%,"6,308.57",,,,,,,,3/25/2010,
day 482,"3,463,200.00","7,200.00",50.0000,0.20790%,16.49%,"6,308.57",,,,,,,,3/26/2010,
day 483,"3,470,400.00","7,200.00",50.0000,0.20747%,16.53%,"6,308.57",,,,,,,,3/27/2010,
day 484,"3,477,600.00","7,200.00",50.0000,0.20704%,16.56%,"6,308.57",,,,,,,,3/28/2010,
day 485,"3,484,800.00","7,200.00",50.0000,0.20661%,16.59%,"6,308.57",,,,,,,,3/29/2010,
day 486,"3,492,000.00","7,200.00",50.0000,0.20619%,16.63%,"6,308.57",,,,,,,,3/30/2010,
day 487,"3,499,200.00","7,200.00",50.0000,0.20576%,16.66%,"6,308.57",,,,,,,,3/31/2010,
day 488,"3,506,400.00","7,200.00",50.0000,0.20534%,16.70%,"6,308.57",,,,,,,,4/1/2010,
day 489,"3,513,600.00","7,200.00",50.0000,0.20492%,16.73%,"6,308.57",,,,,,,,4/2/2010,
day 490,"3,520,800.00","7,200.00",50.0000,0.20450%,16.77%,"6,308.57",,,,,,,,4/3/2010,
day 491,"3,528,000.00","7,200.00",50.0000,0.20408%,16.80%,"6,308.57",,,,,,,,4/4/2010,
